Image File,File Size (KB),Encoding Performance Gain,Decoding Performance Gain,Compression Ratio (CPU),Compression Ratio (GPU),CPU MSE,CPU PSNR,GPU MSE,GPU PSNR
my_generated_images/0024fake_image_1600x1600.png,7512.1044921875,8.47669,16.541,6.29512,6.29512
my_generated_images/0025fake_image_1664x1664.png,8125.01171875,8.27365,16.2774,6.29332,6.29332
my_generated_images/0026fake_image_1728x1728.png,8761.560546875,8.7748,17.3926,6.29494,6.29494
my_generated_images/0027fake_image_1792x1792.png,9421.8466796875,7.75508,18.023,6.29638,6.29638
my_generated_images/0028fake_image_1856x1856.png,10106.142578125,7.99202,19.4067,6.29769,6.29769
my_generated_images/0029fake_image_1920x1920.png,10814.439453125,7.35105,19.0955,6.29791,6.29791
my_generated_images/0030fake_image_1984x1984.png,11546.73828125,8.7409,14.977,6.29761,6.29761
my_generated_images/0031fake_image_2048x2048.png,12303.06640625,8.63305,17.2954,6.29747,6.29747
my_generated_images/0032fake_image_2112x2112.png,13083.4072265625,8.65074,18.8426,6.29728,6.29728
my_generated_images/0033fake_image_2176x2176.png,13887.7177734375,8.40451,20.583,6.3013,6.3013
my_generated_images/0034fake_image_2240x2240.png,14716.0712890625,8.73756,18.2663,6.29773,6.29773
my_generated_images/0035fake_image_2304x2304.png,15568.4140625,8.81745,14.3848,6.29829,6.29828
my_generated_images/0036fake_image_2368x2368.png,16444.7626953125,5.43669,14.2161,6.30166,6.30166
my_generated_images/0037fake_image_2432x2432.png,17345.1298828125,9.1873,17.707,6.29999,6.29999
my_generated_images/0038fake_image_2496x2496.png,18269.5078125,7.04854,12.7748,6.29951,6.29951
my_generated_images/0039fake_image_2560x2560.png,19217.8955078125,7.56117,18.0355,6.30149,6.30149
my_generated_images/0040fake_image_2624x2624.png,20190.26171875,8.98974,19.2412,6.30216,6.30216
my_generated_images/0041fake_image_2688x2688.png,21186.67578125,8.28447,12.9159,6.29925,6.29925
my_generated_images/0042fake_image_2752x2752.png,22207.078125,8.51481,17.0471,6.30217,6.30217
my_generated_images/0043fake_image_2816x2816.png,23251.49609375,9.14644,19.1347,6.29962,6.29962
my_generated_images/0044fake_image_2880x2880.png,24319.91015625,7.37056,18.2489,6.30189,6.30189
my_generated_images/0045fake_image_2944x2944.png,25412.3310546875,9.49252,18.5489,6.30349,6.30349
my_generated_images/0046fake_image_3008x3008.png,26528.779296875,8.68996,19.2698,6.30138,6.30138
my_generated_images/0047fake_image_3072x3072.png,27669.232421875,8.69969,21.5027,6.30184,6.30184
my_generated_images/0048fake_image_3136x3136.png,28833.693359375,8.36596,19.2188,6.30177,6.30177
my_generated_images/0049fake_image_3200x3200.png,30022.1494140625,5.35188,18.2328,6.30136,6.30135
my_generated_images/0050fake_image_3264x3264.png,31234.5927734375,9.31751,16.0745,6.30052,6.30052
my_generated_images/0051fake_image_3328x3328.png,32471.095703125,8.11076,11.0976,6.30358,6.30358
my_generated_images/0052fake_image_3392x3392.png,33731.5556640625,8.25771,20.0091,6.30248,6.30248
my_generated_images/0053fake_image_3456x3456.png,35016.07421875,8.41996,19.314,6.30362,6.30362
my_generated_images/0054fake_image_3520x3520.png,36324.5732421875,9.37921,19.611,6.30123,6.30123
my_generated_images/0055fake_image_3584x3584.png,37657.0888671875,9.28772,21.8103,6.30279,6.30279
my_generated_images/0056fake_image_3648x3648.png,39013.5986328125,9.20324,19.463,6.30295,6.30295
my_generated_images/0057fake_image_3712x3712.png,40394.130859375,9.83971,20.1001,6.30249,6.30249
my_generated_images/0058fake_image_3776x3776.png,41798.6279296875,9.39567,19.4216,6.30286,6.30286
my_generated_images/0059fake_image_3840x3840.png,43227.193359375,10.134,18.4535,6.30333,6.30333
my_generated_images/0060fake_image_3904x3904.png,44679.728515625,9.14558,21.1843,6.30335,6.30335
my_generated_images/0061fake_image_3968x3968.png,46156.3154296875,8.46129,22.0004,6.30233,6.30233
my_generated_images/0062fake_image_4032x4032.png,47656.875,8.51279,20.1934,6.30336,6.30336
my_generated_images/0063fake_image_4096x4096.png,49181.458984375,9.10295,19.1749,6.30362,6.30362
